udi,product_id,type,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf,rnf,product_code,type_match,temp_diff,power_proxy,tool_wear_group,tool_wear_alert,failure_type_count,risk_score
8740,H38153,H,297.4,308.7,1429,37.6,118,0,0,0,0,0,0,H,1,11.300000000000011,53730.4,mid,0,0,56.98
8741,M23600,M,297.4,308.8,1573,33.9,123,0,0,0,0,0,0,M,1,11.400000000000034,53324.7,mid,0,0,58.26
8742,L55921,L,297.4,308.8,1538,41.2,126,0,0,0,0,0,0,L,1,11.400000000000034,63365.600000000006,mid,0,0,60.92
8743,L55922,L,297.4,308.8,1467,39.0,128,0,0,0,0,0,0,L,1,11.400000000000034,57213.0,mid,0,0,61.28
8744,H38157,H,297.4,308.7,1323,51.1,130,0,0,0,0,0,0,H,1,11.300000000000011,67605.3,mid,0,0,64.48
8745,M23604,M,297.4,308.7,1798,23.0,135,0,0,0,0,0,0,M,1,11.300000000000011,41354.0,mid,0,0,60.86
8746,L55925,L,297.4,308.6,1411,46.3,138,0,0,0,0,0,0,L,1,11.200000000000045,65329.299999999996,mid,0,0,66.7
8747,L55926,L,297.3,308.5,1528,44.5,140,0,0,0,0,0,0,L,1,11.199999999999989,67996.0,mid,0,0,67.14
8748,L55927,L,297.3,308.5,1504,42.0,142,0,0,0,0,0,0,L,1,11.199999999999989,63168.0,mid,0,0,67.44
8749,L55928,L,297.3,308.5,1384,39.6,144,0,0,0,0,0,0,L,1,11.199999999999989,54806.4,mid,0,0,67.76
8750,L55929,L,297.2,308.4,1677,26.4,146,0,0,0,0,0,0,L,1,11.199999999999989,44272.799999999996,mid,0,0,65.92
8751,L55930,L,297.3,308.5,1764,30.8,148,0,0,0,0,0,0,L,1,11.199999999999989,54331.200000000004,mid,0,0,67.6
8752,M23611,M,297.4,308.5,1472,42.0,150,0,0,0,0,0,0,M,1,11.100000000000023,61824.0,mid,0,0,70.62
8753,M23612,M,297.4,308.5,1465,55.9,153,0,0,0,0,0,0,M,1,11.100000000000023,81893.5,high,0,0,74.6
8754,M23613,M,297.4,308.6,1657,33.1,156,0,0,0,0,0,0,M,1,11.200000000000045,54846.700000000004,high,0,0,71.26
8755,L55934,L,297.4,308.6,1635,30.5,159,0,0,0,0,0,0,L,1,11.200000000000045,49867.5,high,0,0,71.94
8756,M23615,M,297.4,308.7,1582,31.9,161,0,0,0,0,0,0,M,1,11.300000000000011,50465.799999999996,high,0,0,73.04
8757,L55936,L,297.5,308.7,1761,26.2,164,0,0,0,0,0,0,L,1,11.199999999999989,46138.2,high,0,0,73.08
8758,L55937,L,297.5,308.8,1587,34.9,166,0,0,0,0,0,0,L,1,11.300000000000011,55386.299999999996,high,0,0,75.64
8759,M23618,M,297.5,308.7,1446,53.0,168,0,0,0,0,0,0,M,1,11.199999999999989,76638.0,high,0,0,80.04
8760,M23619,M,297.5,308.7,1352,53.0,171,0,0,0,0,0,0,M,1,11.199999999999989,71656.0,high,0,0,81.24
8761,M23620,M,297.4,308.7,1392,46.4,174,0,0,0,0,0,0,M,1,11.300000000000011,64588.799999999996,high,0,0,81.14
8762,L55941,L,297.5,308.8,1417,49.8,177,0,0,0,0,0,0,L,1,11.300000000000011,70566.59999999999,high,0,0,83.02
8763,H38176,H,297.5,308.8,1824,24.0,179,0,0,0,0,0,0,H,1,11.300000000000011,43776.0,high,0,0,78.66
8764,L55943,L,297.5,308.8,1603,36.7,184,0,0,0,0,0,0,L,1,11.300000000000011,58830.100000000006,high,0,0,83.2
8765,L55944,L,297.4,308.8,1620,33.4,186,0,0,0,0,0,0,L,1,11.400000000000034,54108.0,high,0,0,83.36
8766,L55945,L,297.4,308.8,1353,49.4,188,0,0,0,0,0,0,L,1,11.400000000000034,66838.2,high,0,0,87.36
8767,L55946,L,297.5,308.8,1360,50.7,190,0,0,0,0,0,0,L,1,11.300000000000011,68952.0,high,0,0,88.4
8768,L55947,L,297.5,308.6,1380,53.5,192,0,0,0,0,0,0,L,1,11.100000000000023,73830.0,high,0,0,89.72
8769,M23628,M,297.5,308.7,1363,53.6,194,0,0,0,0,0,0,M,1,11.199999999999989,73056.8,high,0,0,90.56
8770,M23629,M,297.4,308.6,1452,41.2,197,0,0,0,0,0,0,M,1,11.200000000000045,59822.4,high,0,0,89.28
8771,L55950,L,297.4,308.6,1680,32.8,200,0,0,0,0,0,0,L,1,11.200000000000045,55103.99999999999,high,1,0,88.8
8772,L55951,L,297.5,308.6,1536,39.0,202,0,0,0,0,0,0,L,1,11.100000000000023,59904.0,high,1,0,90.82
8773,L55952,L,297.5,308.6,1621,28.9,0,0,0,0,0,0,0,L,1,11.100000000000023,46846.899999999994,low,0,0,8.0
8774,L55953,L,297.5,308.6,1585,37.6,2,0,0,0,0,0,0,L,1,11.100000000000023,59596.0,low,0,0,10.54
8775,M23634,M,297.6,308.7,1408,51.5,4,0,0,0,0,0,0,M,1,11.099999999999966,72512.0,low,0,0,14.12
8776,H38189,H,297.5,308.6,1536,38.7,7,0,0,0,0,0,0,H,1,11.100000000000023,59443.200000000004,low,0,0,12.76
8777,L55956,L,297.5,308.6,1352,52.6,12,0,0,0,0,0,0,L,1,11.100000000000023,71115.2,low,0,0,17.54
8778,H38191,H,297.5,308.6,1481,38.8,14,0,0,0,0,0,0,H,1,11.100000000000023,57462.799999999996,low,0,0,15.58
8779,L55958,L,297.5,308.7,1454,45.0,19,0,0,0,0,0,0,L,1,11.199999999999989,65430.0,low,0,0,18.84
8780,M23639,M,297.5,308.6,1349,51.5,21,0,0,0,0,0,0,M,1,11.100000000000023,69473.5,low,0,0,20.92
8781,M23640,M,297.5,308.6,1327,52.1,24,0,0,0,0,0,0,M,1,11.100000000000023,69136.7,low,0,0,22.24
8782,L55961,L,297.6,308.7,1552,42.3,27,0,0,0,0,0,0,L,1,11.099999999999966,65649.59999999999,low,0,0,21.48
8783,L55962,L,297.5,308.7,1456,44.7,29,0,0,0,0,0,0,L,1,11.199999999999989,65083.200000000004,low,0,0,22.78
8784,M23643,M,297.6,308.6,1254,45.8,31,0,0,0,0,0,0,M,1,11.0,57433.2,low,0,0,23.76
8785,L55964,L,297.5,308.6,1437,43.3,34,0,0,0,0,0,0,L,1,11.100000000000023,62222.1,low,0,0,24.48
8786,L55965,L,297.5,308.6,1694,27.1,36,0,0,0,0,0,0,L,1,11.100000000000023,45907.4,low,0,0,22.04
8787,L55966,L,297.5,308.5,1306,50.7,38,0,0,0,0,0,0,L,1,11.0,66214.2,low,0,0,27.54
8788,M23647,M,297.5,308.5,1699,30.1,40,0,0,0,0,0,0,M,1,11.0,51139.9,low,0,0,24.22
8789,L55968,L,297.4,308.5,1369,53.2,43,0,0,0,0,0,0,L,1,11.100000000000023,72830.8,low,0,0,30.06
8790,L55969,L,297.4,308.5,1471,43.9,45,0,0,0,0,0,0,L,1,11.100000000000023,64576.9,low,0,0,29.0
8791,L55970,L,297.4,308.5,1410,43.9,47,0,0,0,0,0,0,L,1,11.100000000000023,61899.0,low,0,0,29.8
8792,M23651,M,297.4,308.5,1412,45.5,49,0,0,0,0,0,0,M,1,11.100000000000023,64246.0,low,0,0,30.92
8793,L55972,L,297.4,308.5,1418,51.2,52,0,0,0,0,0,0,L,1,11.100000000000023,72601.6,mid,0,0,33.26
8794,L55973,L,297.4,308.5,1782,25.9,54,0,0,0,0,0,0,L,1,11.100000000000023,46153.799999999996,mid,0,0,29.0
8795,M23654,M,297.4,308.5,1497,36.4,56,0,0,0,0,0,0,M,1,11.100000000000023,54490.799999999996,mid,0,0,31.9
8796,L55975,L,297.3,308.4,1459,39.4,59,0,0,0,0,0,0,L,1,11.099999999999966,57484.6,mid,0,0,33.7
8797,L55976,L,297.2,308.3,1796,23.8,61,0,0,0,0,0,0,L,1,11.100000000000023,42744.8,mid,0,0,31.38
8798,L55977,L,297.2,308.3,1569,31.2,63,0,0,0,0,0,0,L,1,11.100000000000023,48952.799999999996,mid,0,0,33.66
8799,L55978,L,297.3,308.4,1469,46.7,65,0,0,0,0,0,0,L,1,11.099999999999966,68602.3,mid,0,0,37.56
8800,L55979,L,297.3,308.4,1472,41.3,67,0,0,0,0,0,0,L,1,11.099999999999966,60793.6,mid,0,0,37.28
8801,L55980,L,297.4,308.5,1475,47.2,69,0,0,0,0,0,0,L,1,11.100000000000023,69620.0,mid,0,0,39.26
8802,L55981,L,297.4,308.6,1488,36.4,71,0,0,0,0,0,0,L,1,11.200000000000045,54163.2,mid,0,0,37.92
8803,L55982,L,297.4,308.6,1524,43.1,73,0,0,0,0,0,0,L,1,11.200000000000045,65684.40000000001,mid,0,0,40.06
8804,L55983,L,297.4,308.5,1486,48.6,75,0,0,0,0,0,0,L,1,11.100000000000023,72219.6,mid,0,0,41.94
8805,M23664,M,297.5,308.6,1255,60.7,77,0,0,0,0,0,0,M,1,11.100000000000023,76178.5,mid,0,0,45.16
8806,M23665,M,297.4,308.6,1469,42.6,80,0,0,0,0,0,0,M,1,11.200000000000045,62579.4,mid,0,0,42.76
8807,L55986,L,297.4,308.5,1692,34.3,83,0,0,0,0,0,0,L,1,11.100000000000023,58035.6,mid,0,0,42.28
8808,M23667,M,297.4,308.6,1604,32.8,85,0,0,0,0,0,0,M,1,11.200000000000045,52611.2,mid,0,0,42.8
8809,L55988,L,297.4,308.6,1446,48.1,88,0,0,0,0,0,0,L,1,11.200000000000045,69552.6,mid,0,0,47.06
8810,L55989,L,297.3,308.5,1503,43.3,90,0,0,0,0,0,0,L,1,11.199999999999989,65079.899999999994,mid,0,0,46.9
8811,M23670,M,297.3,308.5,1625,32.8,92,0,0,0,0,0,0,M,1,11.199999999999989,53299.99999999999,mid,0,0,45.6
8812,L55991,L,297.2,308.5,1574,35.8,95,0,0,0,0,0,0,L,1,11.300000000000011,56349.2,mid,0,0,47.42
8813,M23672,M,297.2,308.4,1378,41.9,97,0,0,0,0,0,0,M,1,11.199999999999989,57738.2,mid,0,0,49.42
8814,L55993,L,297.1,308.4,1693,29.5,100,0,0,0,0,0,0,L,1,11.299999999999955,49943.5,mid,0,0,48.16
8815,L55994,L,297.2,308.4,1462,51.2,102,0,0,0,0,0,0,L,1,11.199999999999989,74854.40000000001,mid,0,0,53.28
8816,H38229,H,297.3,308.5,1435,55.0,104,0,0,0,0,0,0,H,1,11.199999999999989,78925.0,mid,0,0,54.84
8817,M23676,M,297.2,308.5,1425,45.8,109,0,0,0,0,0,0,M,1,11.300000000000011,65264.99999999999,mid,0,0,55.02
8818,H38231,H,297.3,308.6,1376,53.5,112,0,0,0,0,0,0,H,1,11.300000000000011,73616.0,mid,0,0,57.76
8819,M23678,M,297.4,308.7,1481,48.0,117,0,0,0,0,0,0,M,1,11.300000000000011,71088.0,mid,0,0,58.66
8820,H38233,H,297.4,308.7,1349,48.9,120,0,0,0,0,0,0,H,1,11.300000000000011,65966.09999999999,mid,0,0,60.04
8821,L56000,L,297.3,308.7,1551,40.0,125,0,0,0,0,0,0,L,1,11.399999999999977,62040.0,mid,0,0,60.28
8822,H38235,H,297.4,308.7,1623,33.8,127,0,0,0,0,0,0,H,1,11.300000000000011,54857.399999999994,mid,0,0,59.82
8823,L56002,L,297.4,308.8,1462,49.7,132,0,0,0,0,0,0,L,1,11.400000000000034,72661.40000000001,mid,0,0,65.02
8824,M23683,M,297.3,308.8,1447,57.4,134,0,0,0,0,0,0,M,1,11.5,83057.8,mid,0,0,67.38
8825,M23684,M,297.3,308.9,1799,24.5,137,0,0,0,0,0,0,M,1,11.599999999999966,44075.5,mid,0,0,62.02
8826,M23685,M,297.3,308.8,1548,41.3,140,0,0,0,0,0,0,M,1,11.5,63932.399999999994,mid,0,0,66.56
8827,M23686,M,297.2,308.8,1485,47.9,143,0,0,0,0,0,0,M,1,11.600000000000023,71131.5,mid,0,0,69.1
8828,L56007,L,297.2,308.7,1463,49.9,146,0,0,0,0,0,0,L,1,11.5,73003.7,mid,0,0,70.68
8829,L56008,L,297.3,308.7,1587,35.8,148,0,0,0,0,0,0,L,1,11.399999999999977,56814.6,mid,0,0,68.64
8830,M23689,M,297.3,308.8,1469,44.1,150,0,0,0,0,0,0,M,1,11.5,64782.9,mid,0,0,71.12
8831,H38244,H,297.3,308.7,1430,42.8,153,0,0,0,0,0,0,H,1,11.399999999999977,61203.99999999999,high,0,0,72.04
8832,H38245,H,297.4,308.7,1726,26.8,158,0,0,0,0,0,0,H,1,11.300000000000011,46256.8,high,0,0,70.82
8833,L56012,L,297.4,308.8,1651,34.1,163,0,0,0,0,0,0,L,1,11.400000000000034,56299.100000000006,high,0,0,74.3
8834,L56013,L,297.4,308.8,1529,41.3,165,0,0,0,0,0,0,L,1,11.400000000000034,63147.7,high,0,0,76.54
8835,L56014,L,297.4,308.8,1473,46.2,167,0,0,0,0,0,0,L,1,11.400000000000034,68052.6,high,0,0,78.32
8836,H38249,H,297.4,308.8,1324,53.5,169,0,0,0,0,0,0,H,1,11.400000000000034,70834.0,high,0,0,80.58
8837,L56016,L,297.4,308.9,1708,28.8,174,0,0,0,0,0,0,L,1,11.5,49190.4,high,0,0,77.66
8838,M23697,M,297.5,309.1,1540,38.5,176,0,0,0,0,0,0,M,1,11.600000000000023,59290.0,high,0,0,80.42
8839,L56018,L,297.5,309.0,1320,54.7,179,0,0,0,0,0,0,L,1,11.5,72204.0,high,0,0,84.84
8840,M23699,M,297.4,308.9,1376,39.0,181,0,0,0,0,0,0,M,1,11.5,53664.0,high,0,0,82.5
8841,M23700,M,297.3,308.7,1542,37.0,184,0,0,0,0,0,0,M,1,11.399999999999977,57054.0,high,0,0,83.28
8842,L56021,L,297.3,308.7,1506,39.3,187,0,0,0,0,0,0,L,1,11.399999999999977,59185.799999999996,high,0,0,84.94
8843,L56022,L,297.3,308.7,1492,43.6,189,0,0,0,0,0,0,L,1,11.399999999999977,65051.200000000004,high,0,0,86.6
8844,H38257,H,297.3,308.8,1564,38.0,191,0,0,0,0,0,0,H,1,11.5,59432.0,high,0,0,86.3
8845,H38258,H,297.4,308.9,1645,30.8,196,0,0,0,0,0,0,H,1,11.5,50666.0,high,0,0,86.86
8846,M23705,M,297.4,308.9,1348,59.1,201,0,0,0,0,0,0,M,1,11.5,79666.8,high,1,0,94.52
8847,M23706,M,297.4,308.8,1325,62.4,204,1,1,0,0,1,0,M,1,11.400000000000034,82680.0,high,1,2,146.36
8848,L56027,L,297.5,308.9,1443,43.5,0,0,0,0,0,0,0,L,1,11.399999999999977,62770.5,low,0,0,10.98
8849,M23708,M,297.5,308.9,1436,44.8,2,0,0,0,0,0,0,M,1,11.399999999999977,64332.799999999996,low,0,0,12.04
8850,L56029,L,297.5,308.9,1596,30.7,5,0,0,0,0,0,0,L,1,11.399999999999977,48997.2,low,0,0,10.42
8851,L56030,L,297.6,309.0,1491,43.2,7,0,0,0,0,0,0,L,1,11.399999999999977,64411.200000000004,low,0,0,13.72
8852,M23711,M,297.7,308.9,1573,35.1,9,0,0,0,0,0,0,M,1,11.199999999999989,55212.3,low,0,0,12.86
8853,L56032,L,297.7,308.9,1575,39.9,12,0,0,0,0,0,0,L,1,11.199999999999989,62842.5,low,0,0,15.02
8854,L56033,L,297.7,308.9,1458,41.1,14,0,0,0,0,0,0,L,1,11.199999999999989,59923.8,low,0,0,16.06
8855,M23714,M,297.7,309.0,1433,41.8,16,0,0,0,0,0,0,M,1,11.300000000000011,59899.399999999994,low,0,0,17.02
8856,L56035,L,297.7,308.9,1662,28.1,19,0,0,0,0,0,0,L,1,11.199999999999989,46702.200000000004,low,0,0,15.46
8857,M23716,M,297.7,308.9,1327,63.7,21,0,0,0,0,0,0,M,1,11.199999999999989,84529.90000000001,low,0,0,23.38
8858,L56037,L,297.7,308.9,1742,26.3,24,0,0,0,0,0,0,L,1,11.199999999999989,45814.6,low,0,0,17.1
8859,L56038,L,297.8,308.9,1506,33.5,26,0,0,0,0,0,0,L,1,11.099999999999966,50451.0,low,0,0,19.32
8860,L56039,L,297.9,309.1,1457,44.4,28,0,0,0,0,0,0,L,1,11.200000000000045,64690.799999999996,low,0,0,22.32
8861,M23720,M,297.9,309.1,1488,37.3,30,0,0,0,0,0,0,M,1,11.200000000000045,55502.399999999994,low,0,0,21.7
8862,L56041,L,297.9,309.1,1619,34.7,33,0,0,0,0,0,0,L,1,11.200000000000045,56179.3,low,0,0,22.38
8863,M23722,M,298.0,309.2,1558,41.7,35,0,0,0,0,0,0,M,1,11.199999999999989,64968.600000000006,low,0,0,24.58
8864,L56043,L,298.0,309.2,1731,28.7,38,0,0,0,0,0,0,L,1,11.199999999999989,49679.7,low,0,0,23.18
8865,M23724,M,298.0,309.1,1574,34.8,40,0,0,0,0,0,0,M,1,11.100000000000023,54775.2,low,0,0,25.18
8866,L56045,L,297.9,309.0,1290,49.8,43,0,0,0,0,0,0,L,1,11.100000000000023,64241.99999999999,low,0,0,29.38
8867,H38280,H,297.9,308.9,1416,39.6,45,0,0,0,0,0,0,H,1,11.0,56073.6,low,0,0,28.12
8868,L56047,L,297.9,308.9,1566,41.9,50,0,0,0,0,0,0,L,1,11.0,65615.4,low,0,0,30.58
8869,L56048,L,297.9,309.0,1456,46.5,52,0,0,0,0,0,0,L,1,11.100000000000023,67704.0,mid,0,0,32.32
8870,L56049,L,297.9,309.0,1528,37.5,54,0,0,0,0,0,0,L,1,11.100000000000023,57300.0,mid,0,0,31.32
8871,M23730,M,297.9,309.1,1338,49.6,56,0,0,0,0,0,0,M,1,11.200000000000045,66364.8,mid,0,0,34.56
8872,M23731,M,297.9,309.1,1558,39.2,59,0,0,0,0,0,0,M,1,11.200000000000045,61073.600000000006,mid,0,0,33.68
8873,M23732,M,297.9,309.1,1614,38.1,62,0,0,0,0,0,0,M,1,11.200000000000045,61493.4,mid,0,0,34.66
8874,H38287,H,298.0,309.1,1557,36.4,65,0,0,0,0,0,0,H,1,11.100000000000023,56674.799999999996,mid,0,0,35.5
8875,L56054,L,298.1,309.3,1443,45.3,70,0,0,0,0,0,0,L,1,11.199999999999989,65367.899999999994,mid,0,0,39.3
8876,H38289,H,298.1,309.3,1332,51.0,72,0,0,0,0,0,0,H,1,11.199999999999989,67932.0,mid,0,0,41.24
8877,M23736,M,298.1,309.3,1752,25.2,77,0,0,0,0,0,0,M,1,11.199999999999989,44150.4,mid,0,0,38.08
8878,M23737,M,298.1,309.2,1460,45.8,80,0,0,0,0,0,0,M,1,11.099999999999966,66868.0,mid,0,0,43.38
8879,L56058,L,298.1,309.2,1802,26.9,83,0,0,0,0,0,0,L,1,11.099999999999966,48473.799999999996,mid,0,0,40.8
8880,L56059,L,298.0,309.2,1527,39.5,85,0,0,0,0,0,0,L,1,11.199999999999989,60316.5,mid,0,0,44.14
8881,L56060,L,298.0,309.2,1458,39.8,87,0,0,0,0,0,0,L,1,11.199999999999989,58028.399999999994,mid,0,0,45.0
8882,H38295,H,298.0,309.2,1520,37.9,89,0,0,0,0,0,0,H,1,11.199999999999989,57608.0,mid,0,0,45.42
8883,L56062,L,298.0,309.2,1378,49.7,94,0,0,0,0,0,0,L,1,11.199999999999989,68486.6,mid,0,0,49.78
8884,M23743,M,297.9,309.2,1529,38.1,96,0,0,0,0,0,0,M,1,11.300000000000011,58254.9,mid,0,0,48.28
8885,L56064,L,298.0,309.2,1527,32.4,99,0,0,0,0,0,0,L,1,11.199999999999989,49474.799999999996,mid,0,0,48.32
8886,M23745,M,298.0,309.2,1438,42.9,101,0,0,0,0,0,0,M,1,11.199999999999989,61690.2,mid,0,0,51.22
8887,L56066,L,297.9,309.0,1583,36.7,104,0,0,0,0,0,0,L,1,11.100000000000023,58096.100000000006,mid,0,0,51.16
8888,L56067,L,297.8,308.9,1530,37.6,106,0,0,0,0,0,0,L,1,11.099999999999966,57528.0,mid,0,0,52.14
8889,M23748,M,297.7,308.9,1530,39.1,108,0,0,0,0,0,0,M,1,11.199999999999989,59823.0,mid,0,0,53.26
8890,M23749,M,297.7,308.8,2089,19.1,111,0,0,0,0,0,0,M,1,11.100000000000023,39899.9,mid,0,0,50.44
8891,L56070,L,297.7,308.8,1616,34.2,114,0,0,0,0,0,0,L,1,11.100000000000023,55267.200000000004,mid,0,0,54.66
8892,M23751,M,297.7,308.9,1681,28.3,116,0,0,0,0,0,0,M,1,11.199999999999989,47572.3,mid,0,0,54.3
8893,L56072,L,297.6,308.8,1475,43.0,119,0,0,0,0,0,0,L,1,11.199999999999989,63425.0,mid,0,0,58.44
8894,L56073,L,297.5,308.7,1371,46.5,121,0,0,0,0,0,0,L,1,11.199999999999989,63751.5,mid,0,0,59.94
8895,M23754,M,297.5,308.7,1546,38.0,123,0,0,0,0,0,0,M,1,11.199999999999989,58748.0,mid,0,0,59.04
8896,H38309,H,297.4,308.6,1461,40.1,126,0,0,0,0,0,0,H,1,11.200000000000045,58586.1,mid,0,0,60.66
8897,L56076,L,297.4,308.7,1638,31.9,131,0,0,0,0,0,0,L,1,11.300000000000011,52252.2,mid,0,0,61.04
8898,M23757,M,297.3,308.7,1577,35.6,133,0,0,0,0,0,0,M,1,11.399999999999977,56141.200000000004,mid,0,0,62.6
8899,L56078,L,297.4,308.6,1532,38.7,136,0,0,0,0,0,0,L,1,11.200000000000045,59288.4,mid,0,0,64.38
8900,M23759,M,297.3,308.5,1710,27.7,138,0,0,0,0,0,0,M,1,11.199999999999989,47367.0,mid,0,0,62.98
8901,M23760,M,297.3,308.6,1584,29.4,141,0,0,0,0,0,0,M,1,11.300000000000011,46569.6,mid,0,0,64.54
8902,L56081,L,297.3,308.6,1446,50.1,144,0,0,0,0,0,0,L,1,11.300000000000011,72444.6,mid,0,0,69.88
8903,H38316,H,297.4,308.7,1522,46.3,146,0,0,0,0,0,0,H,1,11.300000000000011,70468.59999999999,mid,0,0,69.92
8904,M23763,M,297.4,308.7,1382,49.9,151,0,0,0,0,0,0,M,1,11.300000000000011,68961.8,high,0,0,72.64
8905,L56084,L,297.4,308.7,1584,38.2,154,0,0,0,0,0,0,L,1,11.300000000000011,60508.8,high,0,0,71.5
8906,L56085,L,297.3,308.6,1385,55.2,156,0,0,0,0,0,0,L,1,11.300000000000011,76452.0,high,0,0,75.7
8907,L56086,L,297.3,308.7,1592,34.4,158,0,0,0,0,0,0,L,1,11.399999999999977,54764.799999999996,high,0,0,72.36
8908,M23767,M,297.2,308.6,1404,43.7,160,0,0,0,0,0,0,M,1,11.400000000000034,61354.8,high,0,0,75.02
8909,L56088,L,297.2,308.5,1518,44.3,163,0,0,0,0,0,0,L,1,11.300000000000011,67247.4,high,0,0,76.32
8910,L56089,L,297.1,308.4,1529,40.4,165,0,0,0,0,0,0,L,1,11.299999999999955,61771.6,high,0,0,76.34
8911,L56090,L,297.1,308.4,1550,37.0,167,0,0,0,0,0,0,L,1,11.299999999999955,57350.0,high,0,0,76.46
8912,L56091,L,297.1,308.3,1773,23.8,169,0,0,0,0,0,0,L,1,11.199999999999989,42197.4,high,0,0,74.6
8913,L56092,L,297.2,308.5,1446,43.7,171,0,0,0,0,0,0,L,1,11.300000000000011,63190.200000000004,high,0,0,79.4
8914,M23773,M,297.2,308.5,1487,46.9,173,0,0,0,0,0,0,M,1,11.300000000000011,69740.3,high,0,0,80.84
8915,M23774,M,297.3,308.5,1524,49.3,176,0,0,0,0,0,0,M,1,11.199999999999989,75133.2,high,0,0,82.5
8916,L56095,L,297.1,308.3,1403,54.1,179,0,0,0,0,0,0,L,1,11.199999999999989,75902.3,high,0,0,84.66
8917,L56096,L,297.1,308.2,2267,15.7,181,0,0,0,0,0,0,L,1,11.099999999999966,35591.9,high,0,0,77.76
8918,M23777,M,297.1,308.2,1529,37.9,183,0,0,0,0,0,0,M,1,11.099999999999966,57949.1,high,0,0,83.0
8919,L56098,L,297.1,308.2,1402,51.2,186,0,0,0,0,0,0,L,1,11.099999999999966,71782.40000000001,high,0,0,86.86
8920,L56099,L,297.2,308.3,1693,28.0,188,0,0,0,0,0,0,L,1,11.100000000000023,47404.0,high,0,0,83.02
8921,L56100,L,297.1,308.3,1496,45.8,190,0,0,0,0,0,0,L,1,11.199999999999989,68516.8,high,0,0,87.4
8922,L56101,L,297.1,308.1,1633,33.3,192,0,0,0,0,0,0,L,1,11.0,54378.899999999994,high,0,0,85.66
8923,L56102,L,297.1,308.2,1399,42.6,194,0,0,0,0,0,0,L,1,11.099999999999966,59597.4,high,0,0,88.34
8924,M23783,M,297.0,308.1,1363,45.3,196,0,0,0,0,0,0,M,1,11.100000000000023,61743.899999999994,high,0,0,89.68
8925,H38338,H,297.1,308.2,1527,42.2,199,0,0,0,0,0,0,H,1,11.099999999999966,64439.4,high,0,0,90.26
8926,M23785,M,297.2,308.2,1405,42.5,204,0,0,0,0,0,0,M,1,11.0,59712.5,high,1,0,92.3
8927,M23786,M,297.3,308.3,1459,59.6,207,1,0,0,1,1,0,M,1,11.0,86956.40000000001,high,1,2,146.92
8928,M23787,M,297.4,308.4,1789,25.0,210,0,0,0,0,0,0,M,1,11.0,44725.0,high,1,0,91.2
8929,L56108,L,297.4,308.4,1531,41.5,213,0,0,0,0,0,0,L,1,11.0,63536.5,high,1,0,95.7
8930,M23789,M,297.4,308.4,1620,35.8,215,0,0,0,0,0,0,M,1,11.0,57995.99999999999,high,1,0,95.36
8931,L56110,L,297.4,308.4,1571,39.4,0,0,0,0,0,0,0,L,1,11.0,61897.399999999994,low,0,0,10.08
8932,L56111,L,297.4,308.4,1434,39.9,2,0,0,0,0,0,0,L,1,11.0,57216.6,low,0,0,10.98
8933,L56112,L,297.4,308.4,1474,43.6,4,0,0,0,0,0,0,L,1,11.0,64266.4,low,0,0,12.52
8934,M23793,M,297.3,308.3,1544,41.7,6,0,0,0,0,0,0,M,1,11.0,64384.8,low,0,0,12.94
8935,L56114,L,297.3,308.2,1601,35.7,9,0,0,0,0,0,0,L,1,10.899999999999977,57155.700000000004,low,0,0,12.92
8936,L56115,L,297.4,308.3,1801,26.9,11,0,0,0,0,0,0,L,1,10.900000000000034,48446.899999999994,low,0,0,11.96
8937,L56116,L,297.4,308.3,1465,42.0,13,0,0,0,0,0,0,L,1,10.900000000000034,61530.0,low,0,0,15.78
8938,M23797,M,297.4,308.4,1340,52.6,15,0,0,0,0,0,0,M,1,11.0,70484.0,low,0,0,18.72
8939,M23798,M,297.4,308.4,1517,41.0,18,0,0,0,0,0,0,M,1,11.0,62197.0,low,0,0,17.6
8940,M23799,M,297.3,308.4,1434,44.8,21,0,0,0,0,0,0,M,1,11.099999999999966,64243.2,low,0,0,19.58
8941,H38354,H,297.3,308.3,1935,19.3,24,0,0,0,0,0,0,H,1,11.0,37345.5,low,0,0,15.66
8942,M23801,M,297.3,308.3,1595,32.2,29,0,0,0,0,0,0,M,1,11.0,51359.00000000001,low,0,0,20.24
8943,L56122,L,297.3,308.3,2188,17.0,32,0,0,0,0,0,0,L,1,11.0,37196.0,low,0,0,18.4
8944,M23803,M,297.3,308.4,1449,44.4,34,0,0,0,0,0,0,M,1,11.099999999999966,64335.6,low,0,0,24.7
8945,L56124,L,297.3,308.3,1471,38.2,37,0,0,0,0,0,0,L,1,11.0,56192.200000000004,low,0,0,24.64
8946,L56125,L,297.4,308.2,1639,33.8,39,0,0,0,0,0,0,L,1,10.800000000000011,55398.2,low,0,0,24.52
8947,M23806,M,297.3,308.2,1846,24.5,41,0,0,0,0,0,0,M,1,10.899999999999977,45227.0,low,0,0,23.48
8948,M23807,M,297.3,308.2,1452,38.2,44,0,0,0,0,0,0,M,1,10.899999999999977,55466.4,low,0,0,27.42
8949,M23808,M,297.4,308.3,1483,41.9,47,0,0,0,0,0,0,M,1,10.900000000000034,62137.7,low,0,0,29.36
8950,L56129,L,297.4,308.3,1284,60.3,50,0,0,0,0,0,0,L,1,10.900000000000034,77425.2,low,0,0,34.24
