udi,product_id,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf,rnf,product_code,type_match,temp_diff,power_proxy,type_L,type_M,tool_wear_group_mid,tool_wear_group_high
9372,L56551,297.7,308.4,1289,51.3,82,0,0,0,0,0,0,L,1,10.699999999999989,66125.7,True,False,True,False
9373,L56552,297.7,308.4,1487,41.4,84,0,0,0,0,0,0,L,1,10.699999999999989,61561.799999999996,True,False,True,False
9374,L56553,297.7,308.5,1453,45.5,86,0,0,0,0,0,0,L,1,10.800000000000011,66111.5,True,False,True,False
9375,M24234,297.8,308.5,1466,44.7,88,0,0,0,0,0,0,M,1,10.699999999999989,65530.200000000004,False,True,True,False
9376,H38789,297.7,308.4,1288,49.5,91,0,0,0,0,0,0,H,1,10.699999999999989,63756.0,False,False,True,False
9377,H38790,297.7,308.4,1738,27.7,96,0,0,0,0,0,0,H,1,10.699999999999989,48142.6,False,False,True,False
9378,H38791,297.7,308.3,1488,41.0,101,0,0,0,0,0,0,H,1,10.600000000000023,61008.0,False,False,True,False
9379,L56558,297.6,308.3,1816,28.8,106,0,0,0,0,0,0,L,1,10.699999999999989,52300.8,True,False,True,False
9380,L56559,297.5,308.2,1419,48.5,108,0,0,0,0,0,0,L,1,10.699999999999989,68821.5,True,False,True,False
9381,L56560,297.4,308.1,1435,45.7,110,0,0,0,0,0,0,L,1,10.700000000000045,65579.5,True,False,True,False
9382,M24241,297.5,308.1,1480,42.4,112,0,0,0,0,0,0,M,1,10.600000000000023,62752.0,False,True,True,False
9383,L56562,297.5,308.2,1610,33.6,115,0,0,0,0,0,0,L,1,10.699999999999989,54096.0,True,False,True,False
9384,H38797,297.5,308.1,1548,38.2,117,0,0,0,0,0,0,H,1,10.600000000000023,59133.600000000006,False,False,True,False
9385,M24244,297.6,308.1,1379,57.4,122,0,0,0,0,0,0,M,1,10.5,79154.59999999999,False,True,True,False
9386,M24245,297.5,308.1,1907,23.5,125,0,0,0,0,0,0,M,1,10.600000000000023,44814.5,False,True,True,False
9387,M24246,297.5,308.0,2033,16.7,128,0,0,0,0,0,0,M,1,10.5,33951.1,False,True,True,False
9388,H38801,297.4,307.9,1390,52.0,131,0,0,0,0,0,0,H,1,10.5,72280.0,False,False,True,False
9389,M24248,297.5,307.9,1544,37.9,136,0,0,0,0,0,0,M,1,10.399999999999977,58517.6,False,True,True,False
9390,L56569,297.6,308.0,1258,57.4,139,0,0,0,0,0,0,L,1,10.399999999999977,72209.2,True,False,True,False
9391,M24250,297.5,308.0,1560,39.0,141,0,0,0,0,0,0,M,1,10.5,60840.0,False,True,True,False
9392,H38805,297.6,308.2,2071,18.5,144,0,0,0,0,0,0,H,1,10.599999999999966,38313.5,False,False,True,False
9393,L56572,297.6,308.1,1437,46.3,149,0,0,0,0,0,0,L,1,10.5,66533.09999999999,True,False,True,False
9394,H38807,297.7,308.2,1489,43.0,151,0,0,0,0,0,0,H,1,10.5,64027.0,False,False,False,True
9395,L56574,297.7,308.2,1334,53.0,156,0,0,0,0,0,0,L,1,10.5,70702.0,True,False,False,True
9396,L56575,297.7,308.2,1500,39.9,158,0,0,0,0,0,0,L,1,10.5,59850.0,True,False,False,True
9397,L56576,297.8,308.3,1498,47.3,160,0,0,0,0,0,0,L,1,10.5,70855.4,True,False,False,True
9398,M24257,297.7,308.2,1370,53.4,162,0,0,0,0,0,0,M,1,10.5,73158.0,False,True,False,True
9399,H38812,297.7,308.2,1526,40.1,165,0,0,0,0,0,0,H,1,10.5,61192.6,False,False,False,True
9400,L56579,297.8,308.3,1477,44.8,170,0,0,0,0,0,0,L,1,10.5,66169.59999999999,True,False,False,True
9401,L56580,297.7,308.2,1446,43.9,172,0,0,0,0,0,0,L,1,10.5,63479.4,True,False,False,True
9402,M24261,297.7,308.2,1720,25.6,174,0,0,0,0,0,0,M,1,10.5,44032.0,False,True,False,True
9403,L56582,297.7,308.1,1734,30.7,177,0,0,0,0,0,0,L,1,10.400000000000034,53233.799999999996,True,False,False,True
9404,L56583,297.7,308.1,1697,29.1,179,0,0,0,0,0,0,L,1,10.400000000000034,49382.700000000004,True,False,False,True
9405,L56584,297.7,308.2,2007,19.3,181,0,0,0,0,0,0,L,1,10.5,38735.1,True,False,False,True
9406,M24265,297.7,308.1,1469,48.8,183,0,0,0,0,0,0,M,1,10.400000000000034,71687.2,False,True,False,True
9407,M24266,297.7,308.1,2189,15.6,186,0,0,0,0,0,0,M,1,10.400000000000034,34148.4,False,True,False,True
9408,L56587,297.8,308.3,1435,50.1,189,0,0,0,0,0,0,L,1,10.5,71893.5,True,False,False,True
9409,H38822,297.9,308.4,1637,34.5,191,0,0,0,0,0,0,H,1,10.5,56476.5,False,False,False,True
9410,L56589,298.0,308.5,1664,28.3,196,0,0,0,0,0,0,L,1,10.5,47091.200000000004,True,False,False,True
9411,M24270,298.0,308.5,1666,31.0,198,0,0,0,0,0,0,M,1,10.5,51646.0,False,True,False,True
9412,L56591,298.0,308.5,1404,46.6,201,0,0,0,0,0,0,L,1,10.5,65426.4,True,False,False,True
9413,L56592,298.0,308.5,1702,26.7,203,0,0,0,0,0,0,L,1,10.5,45443.4,True,False,False,True
9414,L56593,298.1,308.6,1439,44.9,205,0,0,0,0,0,0,L,1,10.5,64611.1,True,False,False,True
9415,L56594,298.1,308.6,1354,53.9,207,1,0,0,0,1,0,L,1,10.5,72980.59999999999,True,False,False,True
9416,M24275,298.2,308.7,1361,44.2,0,0,0,0,0,0,0,M,1,10.5,60156.200000000004,False,True,False,False
9417,M24276,298.1,308.5,1463,45.9,3,0,0,0,0,0,0,M,1,10.399999999999977,67151.7,False,True,False,False
9418,H38831,298.1,308.4,1515,43.8,6,0,0,0,0,0,0,H,1,10.299999999999955,66357.0,False,False,False,False
9419,L56598,298.0,308.4,1432,46.2,11,0,0,0,0,0,0,L,1,10.399999999999977,66158.40000000001,True,False,False,False
9420,L56599,298.0,308.4,1911,22.0,13,0,0,0,0,0,0,L,1,10.399999999999977,42042.0,True,False,False,False
9421,L56600,298.0,308.4,1472,42.0,15,0,0,0,0,0,0,L,1,10.399999999999977,61824.0,True,False,False,False
9422,M24281,298.1,308.5,1382,54.5,17,0,0,0,0,0,0,M,1,10.399999999999977,75319.0,False,True,False,False
9423,L56602,298.1,308.5,1665,29.6,20,0,0,0,0,0,0,L,1,10.399999999999977,49284.0,True,False,False,False
9424,L56603,298.1,308.5,1676,30.5,22,0,0,0,0,0,0,L,1,10.399999999999977,51118.0,True,False,False,False
9425,M24284,298.0,308.5,1585,33.0,24,0,0,0,0,0,0,M,1,10.5,52305.0,False,True,False,False
9426,M24285,298.1,308.6,1415,46.3,27,0,0,0,0,0,0,M,1,10.5,65514.49999999999,False,True,False,False
9427,L56606,298.1,308.7,1341,55.7,30,0,0,0,0,0,0,L,1,10.599999999999966,74693.7,True,False,False,False
9428,L56607,298.2,308.8,1540,34.8,32,0,0,0,0,0,0,L,1,10.600000000000023,53591.99999999999,True,False,False,False
9429,H38842,298.2,308.8,1837,28.4,34,0,0,0,0,0,0,H,1,10.600000000000023,52170.799999999996,False,False,False,False
9430,L56609,298.2,308.8,1498,36.0,39,0,0,0,0,0,0,L,1,10.600000000000023,53928.0,True,False,False,False
9431,L56610,298.1,308.7,1671,28.8,41,0,0,0,0,0,0,L,1,10.599999999999966,48124.8,True,False,False,False
9432,L56611,298.0,308.6,1430,57.0,43,0,0,0,0,0,0,L,1,10.600000000000023,81510.0,True,False,False,False
9433,L56612,298.0,308.7,1619,40.1,45,0,0,0,0,0,0,L,1,10.699999999999989,64921.9,True,False,False,False
9434,M24293,298.0,308.7,1430,51.9,47,0,0,0,0,0,0,M,1,10.699999999999989,74217.0,False,True,False,False
9435,L56614,298.0,308.6,1626,33.3,50,0,0,0,0,0,0,L,1,10.600000000000023,54145.799999999996,True,False,False,False
9436,L56615,298.0,308.7,1443,49.3,52,0,0,0,0,0,0,L,1,10.699999999999989,71139.9,True,False,True,False
9437,L56616,298.0,308.6,1481,42.5,54,0,0,0,0,0,0,L,1,10.600000000000023,62942.5,True,False,True,False
9438,M24297,298.1,308.7,1527,43.0,56,0,0,0,0,0,0,M,1,10.599999999999966,65661.0,False,True,True,False
9439,M24298,298.1,308.7,1315,56.8,59,0,0,0,0,0,0,M,1,10.599999999999966,74692.0,False,True,True,False
9440,M24299,298.1,308.8,1433,48.2,62,0,0,0,0,0,0,M,1,10.699999999999989,69070.6,False,True,True,False
9441,M24300,298.1,308.8,1378,53.5,65,0,0,0,0,0,0,M,1,10.699999999999989,73723.0,False,True,True,False
9442,L56621,298.1,308.8,1432,43.4,68,0,0,0,0,0,0,L,1,10.699999999999989,62148.799999999996,True,False,True,False
9443,M24302,298.1,308.8,1394,47.9,70,0,0,0,0,0,0,M,1,10.699999999999989,66772.59999999999,False,True,True,False
9444,H38857,298.0,308.8,1411,53.8,73,0,0,0,0,0,0,H,1,10.800000000000011,75911.8,False,False,True,False
9445,L56624,298.1,308.9,2136,15.9,78,0,0,0,0,0,0,L,1,10.799999999999955,33962.4,True,False,True,False
9446,M24305,298.2,309.0,1446,45.8,80,0,0,0,0,0,0,M,1,10.800000000000011,66226.8,False,True,True,False
9447,H38860,298.1,308.9,1388,53.5,83,0,0,0,0,0,0,H,1,10.799999999999955,74258.0,False,False,True,False
9448,M24307,298.1,308.9,1323,51.7,88,0,0,0,0,0,0,M,1,10.799999999999955,68399.1,False,True,True,False
9449,L56628,298.2,309.0,1780,29.3,91,0,0,0,0,0,0,L,1,10.800000000000011,52154.0,True,False,True,False
9450,M24309,298.1,308.8,1434,41.8,93,0,0,0,0,0,0,M,1,10.699999999999989,59941.2,False,True,True,False
9451,M24310,298.0,308.7,1494,42.6,96,0,0,0,0,0,0,M,1,10.699999999999989,63644.4,False,True,True,False
9452,H38865,298.0,308.7,1536,39.6,99,0,0,0,0,0,0,H,1,10.699999999999989,60825.600000000006,False,False,True,False
9453,M24312,298.0,308.7,1392,53.4,104,0,0,0,0,0,0,M,1,10.699999999999989,74332.8,False,True,True,False
9454,H38867,298.2,309.0,1360,56.8,107,0,0,0,0,0,0,H,1,10.800000000000011,77248.0,False,False,True,False
9455,L56634,298.4,309.2,1583,35.4,112,0,0,0,0,0,0,L,1,10.800000000000011,56038.2,True,False,True,False
9456,L56635,298.5,309.2,1983,20.2,114,0,0,0,0,0,0,L,1,10.699999999999989,40056.6,True,False,True,False
9457,L56636,298.5,309.3,1630,33.3,116,0,0,0,0,0,0,L,1,10.800000000000011,54278.99999999999,True,False,True,False
9458,M24317,298.5,309.3,1692,26.7,118,0,0,0,0,0,0,M,1,10.800000000000011,45176.4,False,True,True,False
9459,L56638,298.4,309.1,1417,40.6,121,0,0,0,0,0,0,L,1,10.700000000000045,57530.200000000004,True,False,True,False
9460,L56639,298.4,309.1,1579,36.1,123,0,0,0,0,0,0,L,1,10.700000000000045,57001.9,True,False,True,False
9461,M24320,298.4,309.2,1399,45.2,125,0,0,0,0,0,0,M,1,10.800000000000011,63234.8,False,True,True,False
9462,M24321,298.4,309.2,1414,46.4,128,0,0,0,0,0,0,M,1,10.800000000000011,65609.59999999999,False,True,True,False
9463,L56642,298.5,309.3,1570,40.1,131,0,0,0,0,0,0,L,1,10.800000000000011,62957.0,True,False,True,False
9464,M24323,298.5,309.3,1552,36.8,133,0,0,0,0,0,0,M,1,10.800000000000011,57113.6,False,True,True,False
9465,L56644,298.6,309.4,1440,48.2,136,0,0,0,0,0,0,L,1,10.799999999999955,69408.0,True,False,True,False
9466,M24325,298.6,309.4,1460,43.8,138,0,0,0,0,0,0,M,1,10.799999999999955,63947.99999999999,False,True,True,False
9467,L56646,298.6,309.4,1471,48.0,141,0,0,0,0,0,0,L,1,10.799999999999955,70608.0,True,False,True,False
9468,L56647,298.6,309.3,1702,27.6,143,0,0,0,0,0,0,L,1,10.699999999999989,46975.200000000004,True,False,True,False
9469,L56648,298.6,309.4,1375,55.4,145,0,0,0,0,0,0,L,1,10.799999999999955,76175.0,True,False,True,False
9470,L56649,298.6,309.4,1698,33.2,147,0,0,0,0,0,0,L,1,10.799999999999955,56373.600000000006,True,False,True,False
9471,H38884,298.6,309.4,1439,47.1,149,0,0,0,0,0,0,H,1,10.799999999999955,67776.90000000001,False,False,True,False
9472,M24331,298.6,309.4,1774,27.5,154,0,0,0,0,0,0,M,1,10.799999999999955,48785.0,False,True,False,True
9473,M24332,298.7,309.4,1375,48.3,157,0,0,0,0,0,0,M,1,10.699999999999989,66412.5,False,True,False,True
9474,L56653,298.7,309.5,1446,40.0,160,0,0,0,0,0,0,L,1,10.800000000000011,57840.0,True,False,False,True
9475,M24334,298.7,309.6,1455,46.8,162,0,0,0,0,0,0,M,1,10.900000000000034,68094.0,False,True,False,True
9476,L56655,298.8,309.6,1523,41.9,165,0,0,0,0,0,0,L,1,10.800000000000011,63813.7,True,False,False,True
9477,M24336,298.8,309.6,1692,31.9,167,0,0,0,0,0,0,M,1,10.800000000000011,53974.799999999996,False,True,False,True
9478,M24337,298.8,309.6,1693,33.3,170,0,0,0,0,0,0,M,1,10.800000000000011,56376.899999999994,False,True,False,True
9479,L56658,298.8,309.6,1890,24.0,173,0,0,0,0,0,0,L,1,10.800000000000011,45360.0,True,False,False,True
9480,H38893,298.9,309.6,1600,33.5,175,0,0,0,0,0,0,H,1,10.700000000000045,53600.0,False,False,False,True
9481,M24340,298.9,309.6,1434,43.8,180,0,0,0,0,0,0,M,1,10.700000000000045,62809.2,False,True,False,True
9482,L56661,298.9,309.6,1365,50.9,183,0,0,0,0,0,0,L,1,10.700000000000045,69478.5,True,False,False,True
9483,H38896,298.8,309.6,1309,57.4,185,0,0,0,0,0,0,H,1,10.800000000000011,75136.59999999999,False,False,False,True
9484,H38897,298.9,309.6,1546,35.3,190,0,0,0,0,0,0,H,1,10.700000000000045,54573.799999999996,False,False,False,True
9485,L56664,298.9,309.6,1663,33.7,195,0,0,0,0,0,0,L,1,10.700000000000045,56043.100000000006,True,False,False,True
9486,L56665,298.9,309.6,1589,34.2,197,0,0,0,0,0,0,L,1,10.700000000000045,54343.8,True,False,False,True
9487,M24346,298.9,309.6,1472,46.0,199,0,0,0,0,0,0,M,1,10.700000000000045,67712.0,False,True,False,True
9488,L56667,298.9,309.6,1583,39.8,202,0,0,0,0,0,0,L,1,10.700000000000045,63003.399999999994,True,False,False,True
9489,M24348,298.9,309.6,1567,34.5,204,0,0,0,0,0,0,M,1,10.700000000000045,54061.5,False,True,False,True
9490,L56669,298.9,309.7,1407,41.9,207,0,0,0,0,0,0,L,1,10.800000000000011,58953.299999999996,True,False,False,True
9491,M24350,299.0,309.7,1418,44.7,209,0,0,0,0,0,0,M,1,10.699999999999989,63384.600000000006,False,True,False,True
9492,M24351,299.0,309.7,1489,40.7,212,0,0,0,0,0,0,M,1,10.699999999999989,60602.3,False,True,False,True
9493,L56672,299.1,309.9,1586,36.6,215,0,0,0,0,0,0,L,1,10.799999999999955,58047.600000000006,True,False,False,True
9494,L56673,299.1,309.8,1398,55.4,217,1,0,0,0,1,0,L,1,10.699999999999989,77449.2,True,False,False,True
9495,L56674,299.2,309.9,1516,41.4,219,0,0,0,0,0,0,L,1,10.699999999999989,62762.4,True,False,False,True
9496,H38909,299.3,310.0,1373,44.8,221,0,0,0,0,0,0,H,1,10.699999999999989,61510.399999999994,False,False,False,True
9497,M24356,299.2,310.0,1349,50.4,226,0,0,0,0,0,0,M,1,10.800000000000011,67989.59999999999,False,True,False,True
9498,H38911,299.1,309.9,1443,40.3,0,0,0,0,0,0,0,H,1,10.799999999999955,58152.899999999994,False,False,False,False
9499,H38912,299.2,310.1,1542,36.1,5,0,0,0,0,0,0,H,1,10.900000000000034,55666.200000000004,False,False,False,False
9500,L56679,299.2,310.1,1534,37.7,10,0,0,0,0,0,0,L,1,10.900000000000034,57831.8,True,False,False,False
9501,L56680,299.2,310.2,1697,30.6,12,0,0,0,0,0,0,L,1,11.0,51928.200000000004,True,False,False,False
9502,L56681,299.3,310.3,1396,47.4,14,0,0,0,0,0,0,L,1,11.0,66170.4,True,False,False,False
9503,L56682,299.3,310.2,1495,49.2,16,0,0,0,0,0,0,L,1,10.899999999999977,73554.0,True,False,False,False
9504,M24363,299.2,310.3,1551,44.8,18,0,0,0,0,0,0,M,1,11.100000000000023,69484.79999999999,False,True,False,False
9505,L56684,299.2,310.3,1440,47.0,21,0,0,0,0,0,0,L,1,11.100000000000023,67680.0,True,False,False,False
9506,L56685,299.2,310.3,1429,40.1,23,0,0,0,0,0,0,L,1,11.100000000000023,57302.9,True,False,False,False
9507,H38920,299.3,310.4,1548,41.6,25,0,0,0,0,0,0,H,1,11.099999999999966,64396.8,False,False,False,False
9508,L56687,299.3,310.5,1505,38.8,30,0,0,0,0,0,0,L,1,11.199999999999989,58393.99999999999,True,False,False,False
9509,L56688,299.2,310.4,1611,36.4,32,0,0,0,0,0,0,L,1,11.199999999999989,58640.399999999994,True,False,False,False
9510,M24369,299.2,310.4,1502,39.8,34,0,0,0,0,0,0,M,1,11.199999999999989,59779.6,False,True,False,False
9511,M24370,299.2,310.4,1504,43.3,37,0,0,0,0,0,0,M,1,11.199999999999989,65123.2,False,True,False,False
9512,L56691,299.1,310.3,1449,40.7,40,0,0,0,0,0,0,L,1,11.199999999999989,58974.3,True,False,False,False
9513,L56692,299.0,310.2,1575,37.8,42,0,0,0,0,0,0,L,1,11.199999999999989,59534.99999999999,True,False,False,False
9514,M24373,299.0,310.2,1598,33.4,44,0,0,0,0,0,0,M,1,11.199999999999989,53373.2,False,True,False,False
9515,L56694,299.0,310.1,1416,45.9,47,0,0,0,0,0,0,L,1,11.100000000000023,64994.4,True,False,False,False
9516,L56695,299.0,310.2,1682,28.8,49,0,0,0,0,0,0,L,1,11.199999999999989,48441.6,True,False,False,False
9517,L56696,298.9,310.1,1341,54.5,51,0,0,0,0,0,0,L,1,11.200000000000045,73084.5,True,False,True,False
9518,L56697,298.9,310.1,1523,39.1,53,0,0,0,0,0,0,L,1,11.200000000000045,59549.3,True,False,True,False
9519,L56698,299.0,310.1,1580,41.9,55,0,0,0,0,0,0,L,1,11.100000000000023,66202.0,True,False,True,False
9520,L56699,299.0,310.1,1531,36.0,57,0,0,0,0,0,0,L,1,11.100000000000023,55116.0,True,False,True,False
9521,L56700,299.0,310.1,1375,48.9,59,0,0,0,0,0,0,L,1,11.100000000000023,67237.5,True,False,True,False
9522,M24381,298.9,310.1,1484,40.4,61,0,0,0,0,0,0,M,1,11.200000000000045,59953.6,False,True,True,False
9523,M24382,299.0,310.2,1657,32.3,64,0,0,0,0,0,0,M,1,11.199999999999989,53521.1,False,True,True,False
9524,L56703,299.0,310.2,1494,40.6,67,0,0,0,0,0,0,L,1,11.199999999999989,60656.4,True,False,True,False
9525,H38938,299.0,310.3,1658,27.6,69,0,0,0,0,0,0,H,1,11.300000000000011,45760.8,False,False,True,False
9526,L56705,299.1,310.3,1411,42.1,74,0,0,0,0,0,0,L,1,11.199999999999989,59403.1,True,False,True,False
9527,M24386,299.2,310.4,1395,55.4,76,0,0,0,0,0,0,M,1,11.199999999999989,77283.0,False,True,True,False
9528,L56707,299.1,310.4,1550,43.9,79,0,0,0,0,0,0,L,1,11.299999999999955,68045.0,True,False,True,False
9529,M24388,299.1,310.3,1233,59.0,81,0,0,0,0,0,0,M,1,11.199999999999989,72747.0,False,True,True,False
9530,L56709,299.1,310.3,1459,46.7,84,0,0,0,0,0,0,L,1,11.199999999999989,68135.3,True,False,True,False
9531,H38944,299.1,310.4,1405,53.6,86,0,0,0,0,0,0,H,1,11.299999999999955,75308.0,False,False,True,False
9532,L56711,299.2,310.5,1458,44.1,91,0,0,0,0,0,0,L,1,11.300000000000011,64297.8,True,False,True,False
9533,L56712,299.2,310.5,1384,48.7,93,0,0,0,0,0,0,L,1,11.300000000000011,67400.8,True,False,True,False
9534,L56713,299.2,310.5,1705,29.5,95,0,0,0,0,0,0,L,1,11.300000000000011,50297.5,True,False,True,False
9535,L56714,299.3,310.6,1443,45.7,97,0,0,0,0,0,0,L,1,11.300000000000011,65945.1,True,False,True,False
9536,M24395,299.3,310.6,1609,31.4,99,0,0,0,0,0,0,M,1,11.300000000000011,50522.6,False,True,True,False
9537,L56716,299.3,310.5,1818,26.0,102,0,0,0,0,0,0,L,1,11.199999999999989,47268.0,True,False,True,False
9538,M24397,299.3,310.6,1457,42.1,104,0,0,0,0,0,0,M,1,11.300000000000011,61339.700000000004,False,True,True,False
9539,L56718,299.3,310.6,1480,45.1,107,0,0,0,0,0,0,L,1,11.300000000000011,66748.0,True,False,True,False
9540,L56719,299.4,310.8,1424,47.7,109,0,0,0,0,0,0,L,1,11.400000000000034,67924.8,True,False,True,False
9541,M24400,299.4,310.8,1628,40.2,111,0,0,0,0,0,0,M,1,11.400000000000034,65445.600000000006,False,True,True,False
9542,M24401,299.5,310.8,1754,31.3,114,0,0,0,0,0,0,M,1,11.300000000000011,54900.200000000004,False,True,True,False
9543,L56722,299.6,310.9,1716,28.5,117,0,0,0,0,0,0,L,1,11.299999999999955,48906.0,True,False,True,False
9544,M24403,299.5,310.9,1378,48.7,119,0,0,0,0,0,0,M,1,11.399999999999977,67108.6,False,True,True,False
9545,L56724,299.6,311.0,1708,31.0,122,0,0,0,0,0,0,L,1,11.399999999999977,52948.0,True,False,True,False
9546,L56725,299.6,311.0,1430,38.3,124,0,0,0,0,0,0,L,1,11.399999999999977,54768.99999999999,True,False,True,False
9547,M24406,299.7,311.2,1560,43.9,126,0,0,0,0,0,0,M,1,11.5,68484.0,False,True,True,False
9548,L56727,299.6,311.1,1679,30.7,129,0,0,0,0,0,0,L,1,11.5,51545.299999999996,True,False,True,False
9549,L56728,299.6,311.1,1521,37.2,131,0,0,0,0,0,0,L,1,11.5,56581.200000000004,True,False,True,False
9550,M24409,299.6,311.1,1649,33.8,133,0,0,0,0,0,0,M,1,11.5,55736.2,False,True,True,False
9551,M24410,299.5,311.0,1451,43.3,136,0,0,0,0,0,0,M,1,11.5,62828.299999999996,False,True,True,False
9552,L56731,299.4,310.8,1391,48.9,139,0,0,0,0,0,0,L,1,11.400000000000034,68019.9,True,False,True,False
9553,M24412,299.3,310.8,1523,40.9,141,0,0,0,0,0,0,M,1,11.5,62290.7,False,True,True,False
9554,L56733,299.3,310.7,1495,39.2,144,0,0,0,0,0,0,L,1,11.399999999999977,58604.00000000001,True,False,True,False
9555,M24414,299.3,310.7,1440,45.5,146,0,0,0,0,0,0,M,1,11.399999999999977,65520.0,False,True,True,False
9556,H38969,299.4,310.8,1585,31.4,149,0,0,0,0,0,0,H,1,11.400000000000034,49769.0,False,False,True,False
9557,L56736,299.5,310.8,1374,48.3,154,0,0,0,0,0,0,L,1,11.300000000000011,66364.2,True,False,False,True
9558,M24417,299.5,310.8,1507,40.2,156,0,0,0,0,0,0,M,1,11.300000000000011,60581.4,False,True,False,True
9559,M24418,299.5,310.9,1577,34.6,159,0,0,0,0,0,0,M,1,11.399999999999977,54564.200000000004,False,True,False,True
9560,L56739,299.5,310.9,1496,38.5,162,0,0,0,0,0,0,L,1,11.399999999999977,57596.0,True,False,False,True
9561,L56740,299.6,310.9,1487,42.5,164,0,0,0,0,0,0,L,1,11.299999999999955,63197.5,True,False,False,True
9562,L56741,299.6,310.9,1853,26.3,166,0,0,0,0,0,0,L,1,11.299999999999955,48733.9,True,False,False,True
9563,M24422,299.7,311.0,1435,50.1,168,0,0,0,0,0,0,M,1,11.300000000000011,71893.5,False,True,False,True
9564,M24423,299.8,311.1,1763,25.5,171,0,0,0,0,0,0,M,1,11.300000000000011,44956.5,False,True,False,True
9565,L56744,299.8,311.1,1820,24.9,174,0,0,0,0,0,0,L,1,11.300000000000011,45318.0,True,False,False,True
9566,M24425,299.8,311.1,1498,38.1,176,0,0,0,0,0,0,M,1,11.300000000000011,57073.8,False,True,False,True
9567,L56746,299.8,311.1,1603,35.1,179,0,0,0,0,0,0,L,1,11.300000000000011,56265.3,True,False,False,True
9568,L56747,299.8,311.1,1412,42.5,181,0,0,0,0,0,0,L,1,11.300000000000011,60010.0,True,False,False,True
9569,L56748,299.8,311.1,1588,38.0,183,0,0,0,0,0,0,L,1,11.300000000000011,60344.0,True,False,False,True
9570,M24429,299.8,311.0,1948,20.0,185,0,0,0,0,0,0,M,1,11.199999999999989,38960.0,False,True,False,True
9571,L56750,299.7,310.9,1384,48.2,188,0,0,0,0,0,0,L,1,11.199999999999989,66708.8,True,False,False,True
9572,L56751,299.7,310.8,1589,36.0,190,0,0,0,0,0,0,L,1,11.100000000000023,57204.0,True,False,False,True
9573,M24432,299.7,310.8,1405,47.6,192,0,0,0,0,0,0,M,1,11.100000000000023,66878.0,False,True,False,True
9574,L56753,299.7,310.9,1491,40.1,195,0,0,0,0,0,0,L,1,11.199999999999989,59789.1,True,False,False,True
9575,H38988,299.7,310.8,1418,46.6,197,0,0,0,0,0,0,H,1,11.100000000000023,66078.8,False,False,False,True
9576,M24435,299.6,310.8,1603,35.4,202,0,0,0,0,0,0,M,1,11.199999999999989,56746.2,False,True,False,True
9577,L56756,299.6,310.7,1922,23.3,205,1,1,0,0,0,0,L,1,11.099999999999966,44782.6,True,False,False,True
9578,M24437,299.5,310.7,1364,49.5,0,0,0,0,0,0,0,M,1,11.199999999999989,67518.0,False,True,False,False
9579,L56758,299.4,310.7,1551,41.2,3,0,0,0,0,0,0,L,1,11.300000000000011,63901.200000000004,True,False,False,False
9580,L56759,299.5,310.7,1589,33.5,5,0,0,0,0,0,0,L,1,11.199999999999989,53231.5,True,False,False,False
9581,M24440,299.5,310.7,1423,56.5,7,0,0,0,0,0,0,M,1,11.199999999999989,80399.5,False,True,False,False
9582,L56761,299.4,310.6,1418,53.1,10,0,0,0,0,0,0,L,1,11.200000000000045,75295.8,True,False,False,False
9583,M24442,299.3,310.5,1404,47.5,12,0,0,0,0,0,0,M,1,11.199999999999989,66690.0,False,True,False,False
9584,L56763,299.3,310.5,1281,59.8,15,0,0,0,0,0,0,L,1,11.199999999999989,76603.8,True,False,False,False
9585,L56764,299.3,310.5,1529,41.3,17,0,0,0,0,0,0,L,1,11.199999999999989,63147.7,True,False,False,False
9586,M24445,299.3,310.5,1563,42.1,19,0,0,0,0,0,0,M,1,11.199999999999989,65802.3,False,True,False,False
9587,L56766,299.4,310.6,1348,54.5,22,0,0,0,0,0,0,L,1,11.200000000000045,73466.0,True,False,False,False
9588,M24447,299.3,310.5,1462,40.5,24,0,0,0,0,0,0,M,1,11.199999999999989,59211.0,False,True,False,False
9589,H39002,299.3,310.4,1510,45.5,27,0,0,0,0,0,0,H,1,11.099999999999966,68705.0,False,False,False,False
9590,L56769,299.2,310.4,1472,43.3,32,0,0,0,0,0,0,L,1,11.199999999999989,63737.6,True,False,False,False
9591,M24450,299.2,310.4,1325,52.0,34,0,0,0,0,0,0,M,1,11.199999999999989,68900.0,False,True,False,False
9592,L56771,299.2,310.4,1570,37.3,37,0,0,0,0,0,0,L,1,11.199999999999989,58560.99999999999,True,False,False,False
9593,L56772,299.2,310.4,1379,46.8,39,0,0,0,0,0,0,L,1,11.199999999999989,64537.2,True,False,False,False
9594,L56773,299.1,310.2,1352,52.8,41,0,0,0,0,0,0,L,1,11.099999999999966,71385.59999999999,True,False,False,False
9595,L56774,299.1,310.3,1727,28.7,43,0,0,0,0,0,0,L,1,11.199999999999989,49564.9,True,False,False,False
9596,H39009,299.0,310.1,1432,50.0,45,0,0,0,0,0,0,H,1,11.100000000000023,71600.0,False,False,False,False
9597,L56776,298.9,310.1,1466,43.4,50,0,0,0,0,0,0,L,1,11.200000000000045,63624.4,True,False,False,False
9598,L56777,298.9,310.1,1510,38.0,52,0,0,0,0,0,0,L,1,11.200000000000045,57380.0,True,False,True,False
